date,site,site_code,sample,kelp,bottle_number,depth_m,nh4_vol_uL,FLU1,FLU2,FLU3,extras,notes
2022-08-20,Turf_island,KCCA17,standard,NA,E1,1.8,0,26.65,25.24,24.41,,
2022-08-20,Turf_island,KCCA17,standard,NA,E2,1.8,100,114.1,114.6,113.5,111.3,
2022-08-20,Turf_island,KCCA17,standard,NA,E3,1.8,300,297.6,299.2,297.6,301.4,
2022-08-20,Turf_island,KCCA17,standard,NA,E4,1.8,600,561.6,560.6,563.5,"572.7, 566.5",
2022-08-20,Turf_island,KCCA17,standard,NA,E5,1.8,800,733.4,731.6,730.8,"734.7, 737.6",
2022-08-20,Turf_island,KCCA17,bf,NA,E6,1.8,0,-23.66,-23.52,-23.69,,
2022-08-20,Turf_island,KCCA17,1,inside,D1,1.8,0,89.27,89.81,89.97,92.83,
2022-08-20,Turf_island,KCCA17,2,inside,D2,1.8,0,84.3,83.21,83.67,86.5,
2022-08-20,Turf_island,KCCA17,3,inside,D3,1.8,0,80.57,83.28,82.97,77.22,
2022-08-20,Turf_island,KCCA17,1,outside,D4,1.8,0,33.94,36.87,35.72,,
2022-08-20,Turf_island,KCCA17,2,outside,D5,1.8,0,39.34,38.69,39.18,,
2022-08-20,Turf_island,KCCA17,3,outside,D6,1.8,0,26.23,26.77,27.92,,
