date,bottle_number,nh4_conc_og_umol,nh4_vol_uL,og_vol_L,FLU1,FLU2,FLU3,notes
23-06-2021,E1,200,0,0.04,-0.834,-0.602,0.721,
23-06-2021,E2,200,200,0.04,79.14,76.6,76.92,
23-06-2021,E3,200,500,0.04,202,203.4,203.6,
23-06-2021,E4,200,700,0.04,287.2,286.1,289.6,"283.7, 291.2, 294.4"
23-06-2021,E5,200,1000,0.04,390,390.9,390.5,"382.2, 393.2"
23-06-2021,E6,200,1200,0.04,460.8,462.7,462.5,458.6
23-06-2021,E7,200,1500,0.04,571.6,571.1,573.8,
