date,bottle_number,nh4_conc_og_umol,nh4_vol_uL,og_vol_L,FLU1,FLU2,FLU3,notes
28-05-2021,E1,200,0,0.04,0.398,-0.186,-0.699,
28-05-2021,E2,200,200,0.04,76.06,75.48,74.86,
28-05-2021,E3,200,500,0.04,198,200.9,198.7,
28-05-2021,E4,200,700,0.04,284.7,286.7,287.1,
28-05-2021,E5,200,1000,0.04,399,398.4,398.4,"396.9, 397.4"
28-05-2021,E6,200,1200,0.04,470.2,470.2,469.3,"475.7, 467.9"
28-05-2021,E7,200,1500,0.04,655.9,655.1,654.2,"649.4, 646.3, 650.9, 660.1, 646.6"
