date,bottle_number,nh4_conc_og_umol,nh4_vol_uL,og_vol_L,FLU1,FLU2,FLU3,notes
2021-06-30,E1,200,0,0.04,-0.557,-0.949,-1,
2021-06-30,E2,200,200,0.04,65.6,66.34,66.12,
2021-06-30,E3,200,500,0.04,197,199,196.5,192.4
2021-06-30,E4,200,700,0.04,288.8,288.3,285.4,
2021-06-30,E5,200,1000,0.04,391.8,393,390.8,403.8
2021-06-30,E6,200,1200,0.04,466.2,467.8,468.3,"456.2, 464, 476.6, 477.1, 472.1"
2021-06-30,E7,200,1500,0.04,578.6,578.1,578.6,
