collection_date,fluoro_date,site,site_code,depth,sample,bottle_number,nh4_vol_uL,FLU1,FLU2,FLU3,extras,notes
2023-05-17,2023-05-30,Baeria south,BMSC6,9,standard,D1,0,28.84,28.38,29.15,32.5,
2023-05-17,2023-05-30,Baeria south,BMSC6,9,standard,D2,50,75.72,76.84,75.24,,
2023-05-17,2023-05-30,Baeria south,BMSC6,9,standard,D3,100,121.8,121.2,122.4,,
2023-05-17,2023-05-30,Baeria south,BMSC6,9,standard,D4,300,321.9,324.5,323.5,327.6,
2023-05-17,2023-05-30,Baeria south,BMSC6,9,standard,D5,600,612.4,610.5,611.7,"618.8, 622.0",
2023-05-17,2023-05-30,Baeria south,BMSC6,9,bf,H08,0,-23.35,-23.46,-23.37,,
2023-05-17,2023-05-30,Baeria south,BMSC6,9,sample,G09,0,37.57,37.93,37.39,,
2023-05-17,2023-05-30,Baeria south,BMSC6,9,sample,G13,0,34.59,34.77,36.62,,
